Frame number,152
First frame,190
Point frequency,100
Analog frequency,200

Time,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,RPelvisAngles,,,RFootProgressAngles,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RHipPower,,,RKneePower,,,RAnklePower,,
s,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,N,N,N,N,N,N,N,N,N,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,W,W,W,W,W,W,W,W,W
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2.48,20.4776,12.4724,-0.462383,12.7307,-4.66357,4.55614,6.91867,2.65303,-14.4368,6.69918,0,0,12.1411,5.74087,-2.5123,-92.2889,-0.438684,-9.50875,-0.140177,0.00687334,0.0193845,0.0432658,0.0550675,0.607775,0.323804,0.241186,1.44283,-12.1606,5.41772e-016,-1.04928,18.0404,-3.63532,-1.23595,-123.191,-78.9789,-1.49049,0,0,-0.331684,0,0,0.0217309,0,0,0.0101024
2.49,19.3024,11.9528,-0.780991,12.0341,-4.61214,3.9863,7.30597,2.45881,-13.5977,7.10012,0,0,12.1874,5.28535,-2.35548,-92.1115,-0.225833,-9.78262,-0.140935,0.00988867,0.0124855,0.0344289,0.0699672,0.591478,0.305077,0.247956,1.38431,-12.411,3.1193e-016,-1.44916,10.5099,-8.24881,-1.59533,-109.939,-90.0301,-0.466662,0,0,-0.295744,0,0,0.010195,0,0,0.0109553
2.5,18.2,11.4804,-1.05377,11.4177,-4.59385,3.36824,7.70415,2.26132,-12.7383,7.51342,0,0,12.255,4.83022,-2.24374,-91.929,-0.0413577,-10.0392,-0.141757,0.0113875,0.00408457,0.00768287,0.0781111,0.574028,0.253834,0.247716,1.33169,-12.6964,-1.97008e-016,-1.6449,0.794734,-11.7861,-1.75214,-83.1907,-94.8296,0.618531,0,0,-0.231072,0,0,-0.00179117,0,0,0.0117725
2.51,17.1574,11.0616,-1.2502,10.8826,-4.60389,2.71787,8.12855,2.07094,-11.9041,7.9526,0,0,12.3368,4.38433,-2.17423,-91.7491,0.112958,-10.2778,-0.142703,0.0112555,-0.00469582,-0.0324966,0.0783217,0.558581,0.177444,0.240526,1.29164,-12.9775,-4.84312e-016,-1.64666,-10.0763,-13.6822,-1.71679,-46.6048,-93.1691,1.65406,0,0,-0.150083,0,0,-0.0119634,0,0,0.0124323
2.52,16.1548,10.6963,-1.34198,10.4177,-4.63252,2.06276,8.58975,1.90012,-11.151,8.4264,0,0,12.4259,3.95491,-2.14111,-91.5794,0.236024,-10.4987,-0.143719,0.00975766,-0.0122514,-0.0770078,0.0714526,0.547854,0.0920837,0.229322,1.26795,-13.2004,2.19172e-015,-1.49604,-20.3172,-13.7532,-1.53157,-7.26207,-86.3608,2.50379,0,0,-0.0679207,0,0,-0.0188112,0,0,0.0128982
2.53,15.1699,10.3793,-1.30663,10.0051,-4.66761,1.43507,9.09229,1.76102,-10.5349,8.93776,0,0,12.5158,3.54755,-2.13648,-91.4252,0.328412,-10.7027,-0.144633,0.00735787,-0.0173082,-0.115967,0.0600481,0.543523,0.0162204,0.218402,1.2619,-13.3101,-2.47902e-015,-1.2457,-28.2476,-12.2587,-1.25009,27.1221,-76.6726,3.0668,0,0,0.0028495,0,0,-0.0222693,0,0,0.0131838
2.54,14.1817,10.1032,-1.13173,9.62511,-4.69782,0.862826,9.63492,1.66296,-10.0989,9.48426,0,0,12.6014,3.16649,-2.15132,-91.2882,0.393076,-10.8908,-0.145245,0.00474536,-0.0191314,-0.142008,0.0475119,0.545971,-0.0360341,0.211721,1.27246,-13.2714,-1.11228e-015,-0.961419,-32.8253,-9.83986,-0.938656,50.695,-66.6531,3.3023,0,0,0.0538666,0,0,-0.0231351,0,0,0.0133225
2.55,13.1747,9.8599,-0.817549,9.26141,-4.71502,0.363388,10.2116,1.61041,-9.86483,10.059,0,0,12.6786,2.8148,-2.17658,-91.1657,0.435361,-11.0644,-0.145431,0.00254562,-0.0178469,-0.152192,0.0368921,0.554203,-0.0588339,0.211441,1.29665,-13.0835,6.21807e-016,-0.697972,-33.9617,-7.25114,-0.651874,61.0559,-58.3558,3.25004,0,0,0.0813924,0,0,-0.0223006,0,0,0.0133184
2.56,12.1405,9.64277,-0.377382,8.90375,-4.71549,-0.0588824,10.8131,1.6025,-9.82956,10.6525,0,0,12.745,2.49461,-2.20414,-91.0506,0.462156,-11.225,-0.145169,0.00118126,-0.0140536,-0.147459,0.0300721,0.566151,-0.0542197,0.217558,1.3299,-12.7797,-8.93719e-016,-0.487724,-32.2305,-5.12552,-0.421212,58.975,-52.9389,3.00095,0,0,0.0856651,0,0,-0.0202952,0,0,0.0131547
2.57,11.0782,9.44708,0.164253,8.54872,-4.69973,-0.411518,11.4284,1.63351,-9.96779,11.2536,0,0,12.7995,2.20729,-2.2276,-90.9334,0.480555,-11.3746,-0.144647,0.000725303,-0.00869826,-0.131796,0.027499,0.579388,-0.0302057,0.228249,1.36725,-12.4262,1.38008e-015,-0.329186,-28.6589,-3.82486,-0.244036,47.7154,-50.5817,2.6784,0,0,0.0711631,0,0,-0.017484,0,0,0.0128491
2.58,9.99312,9.27072,0.775252,8.199,-4.67147,-0.710729,12.0475,1.69425,-10.2382,11.8529,0,0,12.8428,1.95369,-2.24292,-90.8034,0.496361,-11.5158,-0.144277,0.000990062,-0.00312054,-0.111178,0.0285233,0.591876,0.00194322,0.24066,1.4045,-12.1076,1.839e-015,-0.197505,-24.5796,-3.47691,-0.0943981,32.0999,-50.771,2.42389,0,0,0.0462729,0,0,-0.0143943,0,0,0.0124879
2.59,8.89512,9.11375,1.42038,7.86156,-4.63602,-0.975856,12.6627,1.77402,-10.5925,12.4434,0,0,12.8769,1.7342,-2.24863,-90.6515,0.513157,-11.6522,-0.144323,0.00175481,0.00165425,-0.0911591,0.0319887,0.602162,0.0318077,0.251778,1.43857,-11.881,2.19569e-015,-0.0666463,-21.073,-4.06297,0.0545911,16.6405,-52.6859,2.34009,0,0,0.0201028,0,0,-0.0115414,0,0,0.0121669
2.6,7.79608,8.97764,2.06594,7.54537,-4.59828,-1.22469,13.2695,1.86257,-10.9849,13.022,0,0,12.9054,1.54877,-2.24582,-90.4716,0.532346,-11.789,-0.14466,0.00296221,0.00512178,-0.0752883,0.036885,0.609183,0.052648,0.259474,1.4674,-11.7476,-1.65148e-015,0.0692344,-18.6992,-5.52763,0.209358,4.33328,-55.6229,2.46142,0,0,-0.000566784,0,0,-0.00920992,0,0,0.0119161
2.61,6.70806,8.86422,2.68275,7.25933,-4.56109,-1.47049,13.866,1.95136,-11.3773,13.5882,0,0,12.9325,1.39694,-2.23783,-90.2596,0.553923,-11.9326,-0.144896,0.00459221,0.00723325,-0.0648727,0.0425331,0.612485,0.0621606,0.263125,1.49032,-11.6589,1.70843e-016,0.20164,-17.5474,-7.74565,0.361413,-3.60569,-59.1317,2.76079,0,0,-0.012626,0,0,-0.0073951,0,0,0.0116952
2.62,5.64187,8.77479,3.2483,7.01068,-4.52458,-1.72048,14.4518,2.03432,-11.743,14.1429,0,0,12.9631,1.27778,-2.22972,-90.0134,0.577344,-12.0911,-0.144924,0.00642629,0.00833561,-0.0594471,0.048461,0.613117,0.062078,0.263638,1.50921,-11.5682,3.4125e-015,0.324026,-17.4099,-10.4263,0.503704,-7.49741,-62.9257,3.1722,0,0,-0.0164832,0,0,-0.0058948,0,0,0.0114566
2.63,4.60613,8.7097,3.74688,6.80419,-4.48676,-1.97629,15.0272,2.10788,-12.0663,14.6876,0,0,13.0018,1.18983,-2.22764,-89.7321,0.601848,-12.273,-0.144946,0.00819632,0.00882264,-0.0577612,0.0542844,0.613629,0.0565821,0.262798,1.52806,-11.4362,-1.44678e-016,0.414162,-18.0813,-13.1613,0.613729,-8.43731,-66.7917,3.60821,0,0,-0.0144502,0,0,-0.00450535,0,0,0.011138
2.64,3.60694,8.66836,4.16859,6.64249,-4.44492,-2.23434,15.5923,2.17074,-12.342,15.2231,0,0,13.0527,1.13103,-2.23818,-89.415,0.626457,-12.4873,-0.145418,0.00959964,0.00911186,-0.0586063,0.0591472,0.617327,0.0503712,0.261822,1.55164,-11.2411,-2.61241e-015,0.43445,-19.4829,-15.3689,0.654364,-7.61499,-70.168,3.96485,0,0,-0.00918546,0,0,-0.00309571,0,0,0.0106704
2.65,2.64818,8.64913,4.5078,6.52738,-4.39705,-2.48724,16.1442,2.2231,-12.5712,15.747,0,0,13.1184,1.09852,-2.2676,-89.0583,0.649787,-12.7409,-0.146902,0.0101977,0.00910289,-0.0618036,0.0613944,0.62671,0.0463935,0.260331,1.5835,-10.9836,1.14614e-015,0.350823,-21.8994,-16.3028,0.592524,-5.43015,-71.8914,4.15914,0,0,-0.00212295,0,0,-0.00161715,0,0,0.0099982
2.66,1.73197,8.64921,4.76174,6.46181,-4.34286,-2.72344,16.6749,2.26601,-12.7587,16.2516,0,0,13.2005,1.08868,-2.32126,-88.6522,0.670141,-13.0357,-0.149471,0.00950053,0.00889883,-0.0670767,0.0587808,0.642177,0.04612,0.256401,1.62463,-10.6542,2.28919e-015,0.141464,-25.4736,-15.1477,0.406852,-2.15745,-70.2868,4.10254,0,0,0.00534101,0,0,0.000117162,0,0,0.00906259
2.67,0.859104,8.66408,4.92965,6.45087,-4.28418,-2.92747,17.1708,2.30078,-12.9105,16.7238,0,0,13.2985,1.09688,-2.403,-88.1795,0.685777,-13.3663,-0.152746,0.0071009,0.00877706,-0.0735223,0.0492153,0.662172,0.0502227,0.247545,1.67351,-10.2424,5.7512e-016,-0.193922,-30.0376,-11.2699,0.0965503,1.67216,-63.7144,3.71663,0,0,0.011476,0,0,0.00249301,0,0,0.00783402
2.68,0.0294491,8.68726,5.01283,6.50186,-4.22492,-3.08024,17.6141,2.32868,-13.0321,17.1462,0,0,13.411,1.1176,-2.51477,-87.6183,0.695348,-13.7178,-0.156076,0.00287856,0.00920267,-0.0795008,0.0315114,0.684128,0.0595127,0.231784,1.72686,-9.74369,-1.66636e-015,-0.63351,-35.0794,-4.46961,-0.318084,4.99976,-51.1686,2.95011,0,0,0.0143373,0,0,0.00608721,0,0,0.00633702
2.69,-0.757228,8.70999,5.01449,6.62397,-4.17071,-3.16067,17.9855,2.35063,-13.1277,17.5,0,0,13.5353,1.14435,-2.65611,-86.944,0.698255,-14.0666,-0.15898,-0.00293176,0.0101093,-0.0838475,0.00616367,0.705346,0.0744037,0.208767,1.78042,-9.17776,-2.12605e-015,-1.12947,-40.1913,4.78755,-0.791555,6.90719,-32.9246,1.8382,0,0,0.0132897,0,0,0.0116519,0,0,0.00466463
2.7,-1.50045,8.72125,4.94013,6.82838,-4.12785,-3.14694,18.2658,2.36718,-13.1997,17.7669,0,0,13.668,1.16988,-2.82423,-86.1321,0.69513,-14.3812,-0.161195,-0.00959512,0.0109418,-0.0859388,-0.0239976,0.723498,0.0950867,0.180852,1.82956,-8.57145,-1.88799e-015,-1.62188,-45.1227,15.2379,-1.2669,6.59759,-11.0262,0.510792,0,0,0.00911107,0,0,0.0200299,0,0,0.00293554
2.71,-2.19798,8.70796,4.79731,7.12848,-4.10173,-3.01724,18.4388,2.37898,-13.2511,17.9309,0,0,13.8052,1.18637,-3.01384,-85.1603,0.688211,-14.6258,-0.16262,-0.0161026,0.011261,-0.0850726,-0.0543089,0.737156,0.122007,0.152982,1.8702,-7.93711,-2.13425e-015,-2.03745,-49.5645,25.1057,-1.67492,3.02261,11.0967,-0.838391,0,0,0.00306973,0,0,0.0317481,0,0,0.00124828
2.72,-2.84495,8.65569,4.59575,7.54009,-4.0952,-2.75121,18.4924,2.38768,-13.2889,17.98,0,0,13.9432,1.18556,-3.21752,-84.0092,0.681125,-14.7661,-0.163238,-0.0214151,0.0106987,-0.080555,-0.079373,0.745975,0.15556,0.131578,1.89953,-7.25647,2.65961e-015,-2.30166,-53.2058,32.505,-1.94602,-4.89439,29.4051,-1.97665,0,0,-0.00367726,0,0,0.0466159,0,0,-0.0003396
2.73,-3.43333,8.54981,4.34711,8.08145,-4.10761,-2.3311,18.4184,2.39668,-13.328,17.9052,0,0,14.0783,1.15916,-3.42602,-82.6626,0.678092,-14.7758,-0.162992,-0.02461,0.00940226,-0.0711458,-0.0944578,0.750904,0.196621,0.122627,1.91664,-6.47065,1.83874e-015,-2.36468,-55.5252,35.9013,-2.03464,-18.521,40.3096,-2.69655,0,0,-0.0112188,0,0,0.0633695,0,0,-0.00178239
2.74,-3.95174,8.377,4.06476,8.77295,-4.13458,-1.74364,18.21,2.41168,-13.3932,17.6981,0,0,14.2072,1.09913,-3.62895,-81.1048,0.682555,-14.6408,-0.161954,-0.0250215,0.00794357,-0.0550813,-0.096647,0.754416,0.246694,0.129805,1.92297,-5.50586,-2.62678e-015,-2.22484,-55.8274,34.4492,-1.94021,-39.3778,41.5396,-2.85428,0,0,-0.020657,0,0,0.0796935,0,0,-0.00297624
2.75,-4.38547,8.12625,3.76267,9.63688,-4.16807,-0.982529,17.858,2.44034,-13.5176,17.3473,0,0,14.3266,0.997935,-3.81537,-79.3184,0.695571,-14.3627,-0.160463,-0.0221124,0.00736594,-0.0301186,-0.0852326,0.760497,0.307845,0.153676,1.92237,-4.3088,2.03575e-015,-1.96097,-53.218,28.0656,-1.73683,-69.0794,32.4151,-2.40526,0,0,-0.0327919,0,0,0.0923245,0,0,-0.00371526
2.76,-4.71666,7.78968,3.45425,10.6968,-4.19653,-0.0517158,17.3451,2.49109,-13.7376,16.8339,0,0,14.4336,0.848935,-3.97438,-77.2796,0.714328,-13.9576,-0.159067,-0.0155004,0.00894061,0.00580319,-0.0616908,0.773849,0.381873,0.191806,1.92005,-2.87583,-1.31339e-016,-1.73117,-46.775,17.3758,-1.57212,-108.889,13.7564,-1.39343,0,0,-0.0457198,0,0,0.0972831,0,0,-0.00372702
2.77,-4.92484,7.36264,3.15099,11.9769,-4.2053,1.03139,16.6408,2.57115,-14.0838,16.1267,0,0,14.525,0.646594,-4.09593,-74.9551,0.73075,-13.4527,-0.158879,-0.0054301,0.0130983,0.0523904,-0.0297204,0.798867,0.467864,0.238858,1.92144,-1.33012,-9.19371e-016,-1.70795,-36.2365,3.68254,-1.60468,-158.297,-12.1431,0.129272,0,0,-0.0523072,0,0,0.0911425,0,0,-0.00285779
2.78,-4.98808,6.84335,2.86062,13.4998,-4.17754,2.23677,15.6984,2.68485,-14.5737,15.181,0,0,14.5977,0.386662,-4.17122,-72.3006,0.730358,-12.8801,-0.161575,0.00702765,0.0192724,0.105739,0.00492645,0.838364,0.560653,0.286707,1.93051,0.035868,-6.56694e-016,-2.01539,-22.2854,-11.0913,-1.94534,-214.393,-41.5086,2.10563,0,0,-0.0404731,0,0,0.0722924,0,0,-0.00138569
2.79,-4.88461,6.23233,2.58661,15.2854,-4.09595,3.52577,14.4568,2.8325,-15.2064,13.9402,0,0,14.6485,0.0663842,-4.19334,-69.2641,0.691441,-12.2698,-0.169356,0.0199309,0.0247717,0.156539,0.0357279,0.892367,0.64909,0.325649,1.94885,0.736392,2.10142e-015,-2.6624,-7.17099,-24.7365,-2.59649,-270.811,-69.5896,4.49235,0,0,0.00281993,0,0,0.0439999,0,0,-0.000511937
2.8,-4.59512,5.53166,2.32846,17.3489,-3.94508,4.86198,12.8467,3.01056,-15.9643,12.3432,0,0,14.6737,-0.315139,-4.15782,-65.7925,0.585355,-11.641,-0.184892,0.0304566,0.02516,0.191455,0.0574344,0.958219,0.718074,0.347016,1.97653,0.10771,2.10142e-015,-3.46944,5.6855,-35.1211,-3.39013,-318.847,-91.5883,7.17396,0,0,0.0838197,0,0,0.0156968,0,0,-0.00303613
2.81,-4.10528,4.74449,2.08257,19.6992,-3.71457,6.22561,10.8063,3.21332,-16.8203,10.3388,0,0,14.6698,-0.756712,-4.06333,-61.8452,0.377534,-10.9978,-0.210477,0.0356087,0.0159681,0.198219,0.0683768,1.03121,0.754345,0.346731,2.01312,-2.54267,5.25355e-016,-4.08539,13.167,-40.7162,-4.02133,-350.785,-104.281,9.81796,0,0,0.195776,0,0,-0.000458801,0,0,-0.013685
2.82,-3.40754,3.87597,1.8437,22.3387,-3.40317,7.62394,8.30301,3.43503,-17.7472,7.90528,0,0,14.6332,-1.25442,-3.91223,-57.4136,0.0290366,-10.3289,-0.246857,0.0332877,-0.00471462,0.172172,0.0711782,1.10569,0.753505,0.327404,2.05799,-7.70684,1.05071e-015,-4.0808,14.4739,-40.9339,-4.15984,-364.073,-107.377,11.8201,0,0,0.321428,0,0,0.00106417,0,0,-0.0380743
2.83,-2.50228,2.93509,1.60578,25.262,-3.02253,9.09191,5.35739,3.67137,-18.7246,5.07307,0,0,14.5615,-1.80123,-3.71085,-52.543,-0.500539,-9.61524,-0.292028,0.0232001,-0.0334085,0.120601,0.0708708,1.17598,0.724268,0.296982,2.10937,-15.434,-3.15213e-015,-3.09421,12.6657,-35.9185,-3.60263,-364.203,-103.537,12.4108,0,0,0.446242,0,0,0.00693099,0,0,-0.0795311
2.84,-1.39731,1.93748,1.36157,28.4538,-2.60023,10.6792,2.05893,3.91926,-19.7373,1.93793,0,0,14.4529,-2.38631,-3.46951,-47.347,-1.24672,-8.84016,-0.341494,0.00668517,-0.0633262,0.0582462,0.0725363,1.23641,0.683201,0.264982,2.16395,-25.2632,1.57607e-015,-0.948412,12.9753,-26.3712,-2.36621,-361.274,-97.1837,11.1006,0,0,0.568178,0,0,-0.0121451,0,0,-0.1353
2.85,-0.106077,0.907702,1.10171,31.888,-2.18074,12.4335,-1.43399,4.17599,-20.7725,-1.34075,0,0,14.3081,-2.99484,-3.202,-42.0064,-2.22954,-7.99758,-0.388236,-0.0132948,-0.0855873,0.00231582,0.0797306,1.27935,0.647262,0.239204,2.2146,-36.2145,-1.83874e-015,2.22496,20.9987,-13.4368,-0.739963,-365.737,-93.2029,8.12311,0,0,0.698368,0,0,-0.091359,0,0,-0.194346
2.86,1.35491,-0.119998,0.813265,35.5259,-1.82299,14.3842,-4.91271,4.43896,-21.8179,-4.56003,0,0,14.1291,-3.60795,-2.92462,-36.7502,-3.44114,-7.09692,-0.424344,-0.0328097,-0.0924826,-0.0352902,0.0940107,1.29478,0.62398,0.223765,2.25157,-46.9846,2.62678e-015,5.97509,39.8606,1.42972,0.806521,-382.362,-95.4303,4.59643,0,0,0.848679,0,0,-0.250849,0,0,-0.239681
2.87,2.96861,-1.10322,0.478873,39.3161,-1.59383,16.5313,-8.1503,4.70669,-22.8664,-7.50595,0,0,13.9202,-4.20339,-2.65476,-31.8234,-4.83733,-6.16324,-0.444108,-0.0485353,-0.082103,-0.054799,0.115314,1.2739,0.606451,0.218284,2.26922,-56.299,-3.15213e-015,9.69664,67.794,16.6266,1.85851,-406.228,-105.025,2.05997,0,0,1.01529,0,0,-0.475053,0,0,-0.254989
2.88,4.71922,-1.99479,0.0773494,43.1951,-1.55916,18.8461,-10.9341,4.98103,-23.9238,-9.98462,0,0,13.6873,-4.75665,-2.4092,-27.4566,-6.33978,-5.23152,-0.444896,-0.0586931,-0.0573857,-0.0640997,0.141502,1.21234,0.580846,0.218428,2.26715,-63.0781,-5.25355e-016,12.8248,99.7987,31.0095,2.24775,-427.093,-119.759,1.54447,0,0,1.18068,0,0,-0.721853,0,0,-0.231385
2.89,6.59258,-2.74774,-0.413897,47.0903,-1.77394,21.2796,-13.0915,5.2689,-25.0145,-11.8448,0,0,13.4376,-5.24286,-2.20244,-23.8426,-7.849,-4.33917,-0.426495,-0.06278,-0.0225031,-0.0694166,0.167733,1.11144,0.536969,0.217994,2.24549,-66.4942,-3.15213e-015,14.9374,130.953,44.37,2.06709,-436.519,-135.017,3.02219,0,0,1.3262,0,0,-0.947933,0,0,-0.171932
2.9,8.57547,-3.32015,-1.01577,50.9222,-2.27371,23.7679,-14.5132,5.58066,-26.1736,-12.9973,0,0,13.1789,-5.63877,-2.04504,-21.1169,-9.26243,-3.51923,-0.391185,-0.0612557,0.0179289,-0.0725815,0.187564,0.97843,0.471628,0.211361,2.20277,-66.1554,1.31339e-015,15.8215,157.746,57.1137,1.56782,-430.449,-145.713,5.57905,0,0,1.43493,0,0,-1.12072,0,0,-0.0921282
2.91,10.6542,-3.67989,-1.74241,54.6075,-3.0675,26.2373,-15.1699,5.92544,-27.4283,-13.4305,0,0,12.92,-5.92503,-1.94269,-19.3431,-10.4917,-2.79429,-0.343035,-0.0555274,0.0584893,-0.074333,0.195749,0.824219,0.385543,0.194989,2.13757,-62.2232,-2.10142e-015,15.5137,177.648,69.5036,1.03992,-407.574,-147.894,7.91164,0,0,1.48512,0,0,-1.2165,0,0,-0.0139169
2.92,12.8126,-3.80788,-2.59645,58.0628,-4.13441,28.6109,-15.1152,6.30607,-28.7802,-13.2117,0,0,12.6698,-6.0878,-1.89572,-18.5072,-11.4755,-2.17346,-0.287135,-0.0473842,0.0931017,-0.0776342,0.191486,0.660229,0.280152,0.168189,2.05161,-55.4245,-1.31339e-016,14.2434,188.563,80.8501,0.677746,-367.246,-139.817,8.96102,0,0,1.44791,0,0,-1.2184,0,0,0.0441565
2.93,15.0302,-3.70031,-3.56486,61.2108,-5.42345,30.8186,-14.4675,6.71704,-30.2004,-12.4696,0,0,12.437,-6.12018,-1.89937,-18.5297,-12.1861,-1.65314,-0.229199,-0.038567,0.116195,-0.0868189,0.178639,0.49718,0.159331,0.13258,1.95051,-46.9283,-2.75811e-015,12.3688,189.132,89.554,0.540493,-310.007,-121.951,8.29505,0,0,1.30087,0,0,-1.12287,0,0,0.0744617
2.94,17.2812,-3.36902,-4.61748,63.988,-6.85821,32.8089,-13.3764,7.14612,-31.6393,-11.3594,0,0,12.2295,-6.02255,-1.94467,-19.2913,-12.6276,-1.22065,-0.175022,-0.0307721,0.125445,-0.102976,0.16182,0.34558,0.0339253,0.0911749,1.83978,-38.0641,-1.11638e-015,10.3267,179.908,94.339,0.62243,-240.491,-96.3633,6.02342,0,0,1.05107,0,0,-0.949433,0,0,0.0808913
2.95,19.5358,-2.84039,-5.70953,66.3496,-8.34634,34.5547,-11.989,7.57761,-33.0413,-10.028,0,0,12.0534,-5.80227,-2.01962,-20.6616,-12.8257,-0.85942,-0.129766,-0.0255824,0.122836,-0.122071,0.142965,0.216141,-0.0779573,0.048163,1.72144,-30.0096,2.39693e-015,8.55697,163.637,95.2317,0.929183,-168.165,-66.2921,2.5502,0,0,0.743384,0,0,-0.736459,0,0,0.0734789
2.96,21.7624,-2.15258,-6.78754,68.2695,-9.79208,36.0507,-10.4277,7.99534,-34.3561,-8.59325,0,0,11.9123,-5.47276,-2.11073,-22.5208,-12.8156,-0.554372,-0.0965946,-0.023959,0.112469,-0.138505,0.122118,0.117975,-0.157538,0.0088315,1.59596,-23.5169,-1.31339e-016,7.38889,143.839,93.1648,1.49555,-103.7,-35.6946,-1.56609,0,0,0.441139,0,0,-0.522823,0,0,0.0618445
2.97,23.931,-1.35129,-7.79882,69.7387,-11.1101,37.3064,-8.78082,8.3848,-35.5446,-7.13512,0,0,11.807,-5.05184,-2.20449,-24.771,-12.6312,-0.297054,-0.076112,-0.025961,0.0977969,-0.149447,0.100191,0.0558984,-0.193493,-0.0213555,1.46646,-18.8363,-5.25355e-016,6.97501,123.236,89.0299,2.36105,-54.4725,-8.36271,-5.70344,0,0,0.196563,0,0,-0.3344,0,0,0.0517269
2.98,26.0165,-0.484761,-8.69946,70.7619,-12.2352,38.3382,-7.10321,8.73521,-36.5836,-5.69858,0,0,11.7348,-4.5599,-2.28848,-27.3397,-12.3007,-0.0892307,-0.0668963,-0.0308702,0.0812933,-0.154895,0.0795706,0.02924,-0.185105,-0.0380879,1.33934,-15.8323,5.25355e-016,7.2893,103.555,83.3915,3.5286,-23.1731,12.8275,-9.25576,0,0,0.0355501,0,0,-0.183395,0,0,0.0450339
2.99,28.0002,0.401511,-9.45967,71.3548,-13.1274,39.1619,-5.42163,9.04067,-37.4664,-4.30082,0,0,11.6907,-4.01788,-2.35247,-30.1772,-11.8452,0.0556257,-0.0664253,-0.0372995,0.0647569,-0.155895,0.0632811,0.0325239,-0.140979,-0.0393129,1.22234,-14.158,-0,8.14246,85.8797,76.4955,4.91342,-8.38046,26.2192,-11.6242,0,0,-0.0425639,0,0,-0.0719279,0,0,0.0413864
3,29.8702,1.26878,-10.0656,71.5408,-13.772,39.7872,-3.74426,9.29983,-38.1987,-2.94171,0,0,11.6675,-3.44581,-2.38882,-33.2509,-11.2813,0.11408,-0.0718016,-0.0436036,0.0495602,-0.153556,0.0535763,0.0575196,-0.0747772,-0.0262363,1.12245,-13.3973,-0,9.24182,70.8706,68.4819,6.34626,-6.12806,31.6099,-12.3531,0,0,-0.0565771,0,0,0.00448075,0,0,0.0396074
3.01,31.6204,2.0881,-10.5175,71.3475,-14.175,40.2136,-2.07115,9.51425,-38.7932,-1.61415,0,0,11.6576,-2.86134,-2.39296,-36.5383,-10.624,0.0566328,-0.0806332,-0.0483772,0.0364332,-0.149273,0.0509227,0.0960187,0.000163029,-0.00355133,1.04443,-13.1953,2.62678e-015,10.2679,58.7246,59.5518,7.60728,-11.728,30.2898,-11.3289,0,0,-0.0323353,0,0,0.0537243,0,0,0.038611
3.02,33.2491,2.84073,-10.8266,70.8027,-14.3572,40.4317,-0.402364,9.68655,-39.2636,-0.311546,0,0,11.6536,-2.27914,-2.36304,-40.0212,-9.89034,-0.146492,-0.0911122,-0.050719,0.0256276,-0.144485,0.0535322,0.141159,0.073784,0.0216182,0.989328,-13.2868,1.57607e-015,10.9361,49.2455,50.1087,8.47795,-21.0448,24.6629,-8.86446,0,0,0.0062819,0,0,0.0839992,0,0,0.0376153
3.03,34.7576,3.51702,-11.0118,69.9329,-14.3492,40.4266,1.25631,9.81825,-39.6188,0.967717,0,0,11.6494,-1.71069,-2.2998,-43.6813,-9.10066,-0.518722,-0.102145,-0.0501165,0.0176249,-0.139636,0.0580007,0.187731,0.139631,0.0424681,0.953681,-13.5131,-0,11.0312,42.2622,40.7713,8.77577,-31.2077,17.2364,-5.47718,0,0,0.0432766,0,0,0.102225,0,0,0.0361538
3.04,36.149,4.11409,-11.0953,68.7607,-14.185,40.1816,2.89038,9.90781,-39.8582,2.21837,0,0,11.6408,-1.16435,-2.20595,-47.4984,-8.27851,-1.07143,-0.113339,-0.0467005,0.0124837,-0.135,0.0611274,0.232442,0.194179,0.0548707,0.932002,-13.8102,-1.05071e-015,10.4633,37.377,32.0705,8.41875,-40.2031,10.0371,-1.77485,0,0,0.0700144,0,0,0.113233,0,0,0.0340933
3.05,37.4262,4.6334,-11.1006,67.304,-13.8989,39.6802,4.4771,9.94884,-39.9673,3.42987,0,0,11.6259,-0.645764,-2.08544,-51.4503,-7.44853,-1.80011,-0.124946,-0.0412303,0.00962915,-0.131307,0.0612076,0.274095,0.236137,0.0583597,0.919502,-14.1886,-3.15213e-015,9.28291,33.885,24.2728,7.45272,-46.5705,4.29735,1.66389,0,0,0.0834442,0,0,0.119208,0,0,0.0316563
3.06,38.5913,5.07917,-11.0501,65.5761,-13.5234,38.9059,5.98765,9.92931,-39.9154,4.58904,0,0,11.605,-0.158246,-1.94257,-55.5137,-6.63466,-2.68288,-0.137796,-0.0349767,0.00856217,-0.129314,0.0576474,0.313655,0.266628,0.0552424,0.912922,-14.7202,2.10142e-015,7.66906,31.1178,17.5875,6.0476,-49.8638,0.487947,4.35481,0,0,0.0850413,0,0,0.120854,0,0,0.0294161
