Frame number,158
First frame,183
Point frequency,100
Analog frequency,200

Time,RHEE,,,RTOE,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,RPelvisAngles,,,RFootProgressAngles,,,LKneeMoment,,,RHipMoment,,,LHipMoment,,,RHipPower,,,RKneePower,,,RAnklePower,,
s,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,W,W,W,W,W,W,W,W,W
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3.09,143.775,1153.07,71.2573,180.632,1331.94,54.6414,39.7586,7.91841,-7.56385,44.4495,-8.6601,22.0962,11.0504,7.21687,-31.8723,9.3679,0,0,10.5927,1.45084,1.75919,-83.5111,-2.0488,-8.43972,-26.5819,3.73959,0.246117,-46.8494,34.6826,2.41252,68.9799,-10.2036,2.40733,0,0,0.0240053,0,0,0.0239776,0,0,-0.00138843
3.1,143.516,1192.36,61.0675,180.948,1371.79,55.0691,39.9431,7.81033,-7.90604,41.0016,-8.46487,19.6008,10.7299,6.44976,-29.2814,9.34572,0,0,10.6432,1.60607,1.9374,-86.9457,-1.68943,-9.04163,-28.0546,6.78118,0.185915,-34.1987,48.6259,-3.8753,69.8974,-8.74946,2.24737,0,0,0.0158333,0,0,-0.00193377,0,0,-0.0153017
3.11,143.463,1231.9,52.0073,181.533,1411.13,56.7099,39.9977,7.64206,-8.27335,37.3407,-8.21514,16.841,10.3611,5.6376,-26.3827,9.27184,0,0,10.7225,1.73724,2.1317,-90.3827,-1.34457,-9.67409,-28.4983,11.0203,0.0441504,-7.42756,68.342,-11.6429,67.7213,-4.42411,1.76656,0,0,0.0161067,0,0,-0.0859998,0,0,-0.0306514
3.12,143.637,1271.49,44.1966,182.504,1449.77,59.6693,39.9149,7.4182,-8.64623,33.4823,-7.89592,13.8369,9.98439,4.80338,-23.241,9.1669,0,0,10.8268,1.84564,2.34431,-93.8309,-1.01675,-10.3551,-27.9438,16.4843,-0.175995,39.7599,90.6113,-18.5501,62.3907,2.88489,0.94797,0,0,0.0383586,0,0,-0.266726,0,0,-0.0446069
3.13,144.068,1310.86,37.7449,183.946,1487.46,63.9557,39.6886,7.14701,-8.99702,29.4536,-7.49929,10.6442,9.61738,3.9719,-19.9507,9.03521,0,0,10.9509,1.93299,2.57623,-97.2751,-0.717498,-11.0802,-26.0704,22.6784,-0.464081,111.101,109.688,-21.5772,52.9103,12.3842,-0.200229,0,0,0.0978969,0,0,-0.576135,0,0,-0.0547734
3.14,144.794,1349.65,32.7271,185.896,1523.94,69.4585,39.3174,6.84117,-9.29199,25.2987,-7.02984,7.3526,9.25406,3.16874,-16.6327,8.86366,0,0,11.0887,2.00165,2.82696,-100.671,-0.460142,-11.8226,-23.0518,29.1536,-0.797926,203.974,118.822,-18.3401,39.0494,22.964,-1.61004,0,0,0.202388,0,0,-1.01791,0,0,-0.0601639
3.15,145.847,1387.42,29.1487,188.336,1558.88,75.9404,38.8077,6.5179,-9.49754,21.084,-6.50983,4.07541,8.87332,2.41911,-13.4255,8.62895,0,0,11.2337,2.0547,3.09422,-103.948,-0.252563,-12.5439,-19.3609,35.3036,-1.13318,310.815,112.238,-8.20333,21.9609,33.0812,-3.13475,0,0,0.343502,0,0,-1.55491,0,0,-0.0609046
3.16,147.239,1423.66,26.9094,191.214,1591.98,83.0437,38.1779,6.19765,-9.5886,16.9034,-5.98047,0.932357,8.45396,1.7464,-10.4699,8.31221,0,0,11.3791,2.09586,3.3742,-107.018,-0.0951573,-13.2099,-15.8807,40.7953,-1.40627,419.367,88.3831,7.07896,3.509,41.3914,-4.5815,0,0,0.49504,0,0,-2.10175,0,0,-0.0577108
3.17,148.947,1457.77,25.7819,194.454,1622.86,90.3071,37.4604,5.90202,-9.55636,12.8825,-5.4967,-1.9678,7.99062,1.17058,-7.89277,7.9144,0,0,11.5188,2.1295,3.66157,-109.792,0.0141598,-13.8049,-13.1645,45.2164,-1.54402,515.384,49.9473,24.2547,-15.1407,46.5892,-5.75953,0,0,0.619183,0,0,-2.53433,0,0,-0.0509047
3.18,150.897,1489.17,25.4186,197.979,1651.15,97.1887,36.7029,5.65062,-9.41428,9.17744,-5.11474,-4.54144,7.50439,0.705995,-5.78869,7.46588,0,0,11.6474,2.16052,3.95003,-112.191,0.0729259,-14.339,-11.6507,48.3172,-1.46555,588.821,3.60094,40.0111,-33.2803,47.6016,-6.48712,0,0,0.683368,0,0,-2.72429,0,0,-0.0406703
3.19,152.972,1517.27,25.3926,201.707,1676.46,103.102,35.9635,5.45822,-9.19668,5.96397,-4.8753,-6.73449,7.04349,0.360364,-4.21255,7.02436,0,0,11.7606,2.19414,4.23253,-114.149,0.0710558,-14.8441,-11.0843,49.7112,-1.106,632.767,-42.3578,52.0006,-51.9905,43.4552,-6.65317,0,0,0.66964,0,0,-2.57263,0,0,-0.0277981
3.2,155.032,1541.6,25.2726,205.552,1698.46,107.468,35.3025,5.33273,-8.95023,3.41343,-4.79042,-8.52081,6.6691,0.134843,-3.18044,6.65879,0,0,11.8552,2.23588,4.50201,-115.623,-0.00462072,-15.3614,-11.2352,49.162,-0.399262,645.898,-81.5226,59.1373,-71.9766,33.4261,-6.15241,0,0,0.583412,0,0,-2.06524,0,0,-0.013965
3.21,156.942,1561.82,24.7165,209.412,1716.95,109.781,34.7688,5.27523,-8.71677,1.65795,-4.84032,-9.8954,6.42561,0.0263499,-2.68312,6.41853,0,0,11.9295,2.29128,4.75175,-116.575,-0.159533,-15.9269,-11.7899,46.5576,0.708734,627.594,-109.892,61.0151,-93.6843,17.3921,-4.91092,0,0,0.44957,0,0,-1.30458,0,0,-0.00137449
3.22,158.602,1577.86,23.5581,213.173,1731.93,109.681,34.387,5.28147,-8.51531,0.755027,-4.98092,-10.8682,6.30983,0.0308723,-2.70385,6.30279,0,0,11.9827,2.36578,4.97573,-116.969,-0.380462,-16.5619,-12.1492,41.7925,2.2737,580.433,-126.451,57.619,-118.174,-4.63611,-2.89142,0,0,0.307873,0,0,-0.501691,0,0,0.00825151
3.23,159.952,1589.92,21.8585,216.729,1743.67,107.038,34.1481,5.34458,-8.32877,0.663538,-5.15526,-11.4571,6.25597,0.146927,-3.2358,6.24595,0,0,12.0152,2.46456,5.16883,-116.766,-0.631761,-17.2726,-12.3247,35.0572,4.33342,507.117,-131.802,49.1362,-143.973,-31.7874,-0.0190892,0,0,0.195336,0,0,0.11504,0,0,0.0134427
3.24,160.969,1598.49,19.8946,219.991,1752.73,101.99,34.0095,5.45737,-8.10362,1.24248,-5.30264,-11.6829,6.14529,0.375806,-4.28313,6.12807,0,0,12.028,2.59214,5.327,-115.938,-0.861913,-18.0486,-11.9837,26.5756,6.86888,410.124,-128.24,36.0585,-170.425,-62.8164,3.66678,0,0,0.131203,0,0,0.414209,0,0,0.0107514
3.25,161.668,1604.31,18.0804,222.887,1759.85,94.9382,33.9046,5.61431,-7.76406,2.2763,-5.3655,-11.5677,5.83792,0.716817,-5.83791,5.80755,0,0,12.0223,2.75222,5.44719,-114.481,-1.01952,-18.8518,-11.5356,17.0315,9.67497,293.314,-119.904,19.456,-194.521,-95.6981,7.99493,0,0,0.109736,0,0,0.420269,0,0,-0.00648002
3.26,162.111,1608.23,16.8373,225.323,1765.86,86.4706,33.7622,5.81282,-7.23671,3.52178,-5.29856,-11.1336,5.21695,1.15919,-7.84145,5.16804,0,0,11.9997,2.94745,5.52744,-112.436,-1.07434,-19.5958,-11.4526,7.35474,12.1915,165.818,-111.667,1.60766,-213.156,-127.917,12.4158,0,0,0.105244,0,0,0.273076,0,0,-0.0431384
3.27,162.416,1611.06,16.4535,227.133,1771.45,77.2648,33.5273,6.05411,-6.47783,4.7654,-5.08211,-10.3993,4.23243,1.67574,-10.1558,4.16603,0,0,11.9612,3.17912,5.56675,-109.908,-1.0359,-20.1333,-12.7359,-1.40343,13.3625,42.0522,-107.218,-13.9165,-222.195,-157.137,16.0089,0,0,0.089483,0,0,0.121912,0,0,-0.0925052
3.28,162.748,1613.38,16.9885,228.073,1777.06,67.9814,33.1785,6.34385,-5.49525,5.87465,-4.73258,-9.37758,2.92863,2.2231,-12.5712,2.85838,0,0,11.9075,3.44715,5.56508,-107.068,-0.957603,-20.2786,-16.5528,-9.07382,11.8394,-61.0698,-109.652,-23.2899,-218.381,-183.194,17.9257,0,0,0.0541777,0,0,0.0404199,0,0,-0.133865
3.29,163.258,1615.48,18.2748,227.897,1782.77,59.1839,32.7352,6.69221,-4.35624,6.82559,-4.30013,-8.08075,1.44343,2.751,-14.8576,1.39516,0,0,11.8385,3.75014,5.52332,-104.134,-0.917357,-19.8785,-24.3427,-16.8735,6.72373,-138.791,-118.299,-24.7045,-199.207,-208.262,18.4232,0,0,0.0109772,0,0,0.0138405,0,0,-0.146154
3.3,164.024,1617.44,20.0085,226.514,1788.36,51.3058,32.2513,7.11324,-3.17833,7.692,-3.85279,-6.54411,-0.0207933,3.21607,-16.8318,-0.0198948,0,0,11.7533,4.08551,5.44322,-101.331,-0.977638,-18.8993,-35.8424,-27.7987,-1.41537,-195.202,-125.911,-19.4594,-168.922,-237.468,19.4961,0,0,-0.0217756,0,0,-0.00197021,0,0,-0.124637
3.31,165.022,1619.22,21.8619,224.117,1793.49,44.6564,31.7961,7.62305,-2.10014,8.59808,-3.45816,-4.84906,-1.24293,3.59336,-18.4032,-1.17936,0,0,11.6507,4.44973,5.32716,-98.8386,-1.14874,-17.4692,-48.3605,-44.4494,-10.1786,-225.059,-127.856,-10.535,-137.257,-274.14,24.0919,0,0,-0.0203712,0,0,-0.019295,0,0,-0.0804181
3.32,166.149,1620.74,23.5645,221.16,1797.85,39.4136,31.4284,8.23653,-1.24404,9.66106,-3.17075,-3.10594,-2.03331,3.8829,-19.5896,-1.91557,0,0,11.5288,4.83863,5.17796,-96.7715,-1.38533,-15.8351,-57.3225,-66.3362,-16.4685,-210.609,-126.544,-0.796126,-116.793,-315.824,33.7457,0,0,0.0300861,0,0,-0.0146702,0,0,-0.0286753
3.33,167.271,1621.96,24.9411,218.168,1801.26,35.6029,31.1769,8.96239,-0.684776,10.9506,-3.02557,-1.40005,-2.27347,4.10812,-20.5002,-2.1294,0,0,11.3861,5.24776,4.99861,-95.1706,-1.62039,-14.2573,-60.3783,-89.184,-18.6953,-150.555,-124.499,7.46014,-113.044,-354.753,47.2721,0,0,0.105557,0,0,0.0279891,0,0,0.0191046
3.34,168.275,1622.85,25.9157,215.541,1803.66,33.1044,31.0334,9.79937,-0.438452,12.473,-3.03773,0.243663,-1.93359,4.30413,-21.2838,-1.80165,0,0,11.2213,5.67274,4.79202,-94.0196,-1.80246,-12.9144,-60.0996,-106.585,-17.7748,-64.7025,-119.65,13.0305,-120.161,-381.166,61.5604,0,0,0.165432,0,0,0.093988,0,0,0.0568337
3.35,169.095,1623.4,26.49,213.481,1805.16,31.7003,30.9613,10.7367,-0.473475,14.1801,-3.20647,1.85201,-1.06129,4.50505,-22.0783,-0.983475,0,0,11.0337,6.10973,4.56074,-93.2649,-1.90904,-11.8777,-61.1929,-113.966,-15.9059,21.6368,-109.525,15.9222,-129.374,-389.866,73.4662,0,0,0.192414,0,0,0.155798,0,0,0.083206
3.36,169.704,1623.65,26.7084,212.05,1805.89,31.1458,30.9119,11.7585,-0.734826,15.9942,-3.52139,3.47265,0.255298,4.73862,-22.9904,0.235016,0,0,10.8234,6.55573,4.30695,-92.8383,-1.93848,-11.1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.37,170.103,1623.62,26.6231,211.243,1806.01,31.2374,30.8411,12.8496,-1.16917,17.8403,-3.96975,5.14775,1.93269,5.02437,-24.0892,1.76432,0,0,10.5907,7.00887,4.03228,-92.6791,-1.89274,-10.7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.38,170.298,1623.34,26.2714,211.032,1805.61,31.8505,30.7205,13.9986,-1.74217,19.6669,-4.54328,6.89501,3.92003,5.3713,-25.3977,3.54069,0,0,10.3365,7.46829,3.7378,-92.747,-1.76345,-10.5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.39,170.293,1622.81,25.6697,211.399,1804.72,32.9342,30.5389,15.1983,-2.4421,21.4481,-5.2413,8.70531,6.20189,5.7799,-26.9022,5.52851,0,0,10.0621,7.93399,3.42431,-93.0213,-1.53146,-10.6143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

