Frame number,153
First frame,314
Point frequency,100
Analog frequency,200

Time,RHEE,,,RTOE,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,RPelvisAngles,,,RFootProgressAngles,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RHipPower,,,RKneePower,,,RAnklePower,,
s,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,W,W,W,W,W,W,W,W,W
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3.42,-115.426,-147.927,42.1942,-139.541,-356.579,44.2608,36.1778,4.83446,-1.97877,23.5316,-4.60807,7.62427,2.77796,2.27449,-12.7556,2.70935,0,0,14.0974,1.36956,-2.19663,-91.359,-3.1957,-6.80454,-25.2611,2.10358e-016,6.77774,7.95093,2.50778,6.03607,43.7232,-37.9739,4.34002,0,0,0.0842639,0,0,-0.0139129,0,0,0.0353027
3.43,-115.388,-148.399,42.7871,-139.948,-357.933,43.5096,35.4649,5.29666,-2.37817,24.052,-4.92355,8.06102,3.56092,2.33213,-13.0665,3.46861,0,0,13.9999,1.40916,-2.43006,-90.948,-2.94358,-7.06834,-22.0409,-1.63612e-016,4.72257,4.26427,1.25719,4.12632,57.5915,-37.2612,3.14582,0,0,0.104829,0,0,-0.00603003,0,0,0.0310642
3.44,-115.209,-148.793,43.2063,-140.418,-359.056,43.0551,34.6744,5.72604,-2.82511,24.3945,-5.25191,8.37331,4.37774,2.36576,-13.2475,4.26102,0,0,13.9153,1.43399,-2.65919,-90.6524,-2.67564,-7.39643,-19.2026,-1.4988e-015,2.8321,2.05103,1.50128,2.36874,64.1436,-34.4613,1.47074,0,0,0.116129,0,0,-0.00152991,0,0,0.0263341
3.45,-114.927,-149.104,43.4711,-140.908,-359.977,42.7728,33.8063,6.11827,-3.30141,24.5588,-5.58206,8.56361,5.18892,2.37275,-13.2851,5.04971,0,0,13.8435,1.44652,-2.87954,-90.4354,-2.40408,-7.75718,-16.8694,-1.41919e-015,1.2373,1.097,2.82037,0.886993,63.9372,-30.5819,-0.421458,0,0,0.117371,0,0,0.00100476,0,0,0.0220373
3.46,-114.58,-149.335,43.6123,-141.385,-360.728,42.5637,32.8627,6.47052,-3.7892,24.5482,-5.90293,8.63705,5.96093,2.35192,-13.1731,5.80353,0,0,13.7842,1.44935,-3.08753,-90.2658,-2.14033,-8.1227,-15.0983,4.01725e-016,0.0142715,0.998633,4.68318,-0.245021,58.2836,-26.6494,-2.24114,0,0,0.109245,0,0,0.00264814,0,0,0.0186047
3.47,-114.207,-149.498,43.6673,-141.828,-361.345,42.3558,31.8478,6.78155,-4.2717,24.3702,-6.20418,8.60159,6.66831,2.30379,-12.9137,6.49892,0,0,13.737,1.44509,-3.28062,-90.1183,-1.89361,-8.47093,-13.8905,2.54475e-015,-0.814602,1.25286,6.53608,-1.00369,48.8416,-23.5618,-3.71642,0,0,0.0935684,0,0,0.0038656,0,0,0.0160438
3.48,-113.841,-149.613,43.6748,-142.227,-361.86,42.1041,30.7679,7.05164,-4.73412,24.0364,-6.47667,8.46793,7.29493,2.23059,-12.5183,7.12061,0,0,13.7011,1.43626,-3.45721,-89.9748,-1.6702,-8.78676,-13.2023,-3.705e-016,-1.27258,1.44149,7.94147,-1.40929,37.1811,-21.9465,-4.6592,0,0,0.0725368,0,0,0.00460437,0,0,0.0141139
3.49,-113.507,-149.701,43.6715,-142.582,-362.305,41.7872,29.6305,7.28232,-5.16442,23.5618,-6.71309,8.24931,7.83405,2.13606,-12.0059,7.66164,0,0,13.6758,1.42509,-3.61662,-89.8236,-1.47316,-9.0621,-12.957,-1.95458e-015,-1.41842,1.16059,8.59005,-1.51702,25.0043,-22.0863,-4.96783,0,0,0.0491138,0,0,0.00445384,0,0,0.01252
3.5,-113.219,-149.781,43.6891,-142.898,-362.706,41.4032,28.4447,7.47626,-5.55368,22.9643,-6.90817,7.96112,8.28749,2.02502,-11.4014,8.12282,0,0,13.6602,1.41366,-3.75896,-89.6594,-1.30279,-9.2951,-13.0543,1.22709e-015,-1.32835,0.263664,8.37713,-1.39973,13.3203,-24.027,-4.65951,0,0,0.0253212,0,0,0.00308173,0,0,0.0110497
3.51,-112.984,-149.873,43.7529,-143.184,-363.081,40.9642,27.2201,7.63677,-5.89638,22.2639,-7.05887,7.6201,8.66396,1.90288,-10.7335,8.51125,0,0,13.6534,1.40361,-3.88502,-89.4813,-1.15725,-9.48896,-13.3862,5.50729e-016,-1.08551,-1.40923,7.33843,-1.13762,3.29003,-27.4608,-3.82323,0,0,0.00378252,0,0,0.000200388,0,0,0.00963491
